id,name_clean,name_first_last,freq,years,medals_by_year,rank_averages_by_year,percentiles_by_year
1590,Zeyuan Yan,"Yan, Zeyuan",1,2015,2015:Gold,2015:16.5,2015:0.9474522293
1591,Bokai Yang,"Yang, Bokai",1,2018,2018:Gold,2018:7,2018:0.9765886288
1597,Zhengran Yang,"Yang, Zhengran",1,2015,2015:Merit,2015:182.5,2015:0.4187898089
1599,Chenle Yi,"Yi, Chenle",1,2023,2023:Gold,2023:3.5,2023:0.9889589905
1602,Shiyue Yu,"Yu, Shiyue",1,2015,2015:Silver,2015:29.5,2015:0.9060509554
1603,Xinze Yu,"Yu, Xinze",1,2015,2015:Silver,2015:44.5,2015:0.8582802548
1606,Shengdong Yuan,"Yuan, Shengdong",1,2016,2016:Merit,2016:182,2016:0.3658536585
1607,Wen Yuan,"Yuan, Wen",1,2018,2018:Silver,2018:47.5,2018:0.8411371237
1608,Chengyuan Zhang,"Zhang, Chengyuan",1,2015,2015:Gold,2015:7.5,2015:0.9761146497
1613,Ruitong Zhang,"Zhang, Ruitong",1,2015,2015:Bronze,2015:75,2015:0.7611464968
1614,Shengtong Zhang,"Zhang, Shengtong",1,2014,2014:Gold,2014:4,2014:0.9872611465
1615,Shilong Zhang,"Zhang, Shilong",1,2015,2015:Silver,2015:56,2015:0.821656051
1617,Yufei Zhang,"Zhang, Yufei",1,2019,2019:Bronze,2019:56.5,2019:0.7605932203
1618,Yutong Zhang,"Zhang, Yutong",1,2015,2015:Merit,2015:174,2015:0.4458598726
1619,Zhaomin Zhang,"Zhang, Zhaomin",1,2023,2023:Gold,2023:3.5,2023:0.9889589905
1620,Ziqi Zhang,"Zhang, Ziqi",1,2023,2023:Bronze,2023:96,2023:0.6971608833
1621,Chenqi Zhao,"Zhao, Chenqi",1,2015,2015:Silver,2015:52,2015:0.8343949045
1622,Chunyuan Zhao,"Zhao, Chunyuan",1,2016,2016:Bronze,2016:91.5,2016:0.681184669
1624,Hongshun Zhao,"Zhao, Hongshun",1,2015,2015:Bronze,2015:87,2015:0.7229299363
1625,Sikai Zhao,"Zhao, Sikai",1,2015,2015:Bronze,2015:116.5,2015:0.6289808917
1627,Yangrong Zhao,"Zhao, Yangrong",1,2013,2013:Bronze,2013:84,2013:0.7142857143
1629,Yukun Zhao,"Zhao, Yukun",1,2016,2016:Merit,2016:127.5,2016:0.5557491289
1630,Zijian Zhong,"Zhong, Zijian",1,2013,2013:Bronze,2013:99.5,2013:0.6615646259
1632,Lechen Zhou,"Zhou, Lechen",1,2023,2023:Gold,2023:3.5,2023:0.9889589905
1634,Tiancheng Zhou,"Zhou, Tiancheng",1,2015,2015:Merit,2015:144.5,2015:0.5398089172
1636,Junze Zhu,"Zhu, Junze",1,2015,2015:Silver,2015:44.5,2015:0.8582802548
1639,Yingqi Zhu,"Zhu, Yingqi",1,2016,2016:Bronze,2016:114,2016:0.6027874564
1641,Yuxuan Zhu,"Zhu, Yuxuan",1,2023,2023:Gold,2023:7.5,2023:0.976340694
1642,Zhiyi Zhu,"Zhu, Zhiyi",1,2014,2014:Silver,2014:30,2014:0.9044585987
1644,Zihao Zhu,"Zhu, Zihao",1,2021,2021:Gold,2021:3.5,2021:0.9876760563
1646,Junhao Zou,"Zou, Junhao",1,2015,2015:Merit,2015:160.5,2015:0.4888535032
1647,Xinqi Zou,"Zou, Xinqi",1,2015,2015:Merit,2015:148.5,2015:0.5270700637
